번호,도서명,분야,저자,역자,출판사,출간일,ISBN,페이지,정가,추천경로
686,"악동삼총사, 희망을 쏘다",아동,고정욱,,아이앤북,2010-12-20,9788992830836,0,0,교육청 > 경남교육청 > 꿈이 있는 그림책
687,너도 보이니 1,예술,월터 윅,,달리,2003-02-25,,0,10000,교육청 > 경남교육청 > 꿈이 있는 그림책
688,이야기 기차,예술,사키,,뜨인돌어린이,2011-12-20,,0,15000,교육청 > 경남교육청 > 꿈이 있는 그림책
689,나눔으로 세상을 바꿀 수 있어요,아동,곽영미,,북오션,2010-12-01,9788993662283,0,0,교육청 > 경남교육청 > 꿈이 있는 그림책
690,네 친구 이야기,아동,라셸 보장 데샹,,비룡소,2010-12-15,9788949130859,0,0,교육청 > 경남교육청 > 꿈이 있는 그림책
691,루와 린덴 언제나 함께,아동,고테마리 루이,,한림출판사,2011-02-25,9788970946184,0,0,교육청 > 경남교육청 > 꿈이 있는 그림책
692,너는 기적이야,아동,최숙희,,책읽는곰,2010-09-09,9788993242317,0,0,교육청 > 경남교육청 > 꿈이 있는 그림책
693,내가 정말,예술,최숙희,,웅진주니어,2011-12-07,,0,10000,교육청 > 경남교육청 > 꿈이 있는 그림책
694,그림 형제 옛이야기 모음집 1,예술,그림 형제,,부북스,2012-02-15,,0,13000,교육청 > 경남교육청 > 꿈이 있는 그림책
695,스케치북 프로젝트 그림 그리고 싶은 날 (스케치북 프로젝트),예술,MUNGE,,예담,2011-09-20,,0,17000,교육청 > 경남교육청 > 꿈이 있는 그림책
696,왕실도서관 규장각에서 조선의 보물찾기,아동,신병주,,책과함께어린이,2010-09-30,9788991221697,0,0,교육청 > 경남교육청 > 꿈이 있는 그림책
697,별이네 옥수수밭 손님들,아동,김정희,,산하,2010-11-10,9788976503640,0,0,교육청 > 경남교육청 > 꿈이 있는 그림책
698,학교 가기 싫은 아이들이 다니는 학교,아동,송미경,,웅진주니어,2010-11-15,9788901114385,0,0,교육청 > 경남교육청 > 꿈이 있는 그림책
699,콩 하나면 되겠니?,아동,배유안,,|창비,2010-06-01,9788936451264,0,0,교육청 > 경남교육청 > 꿈이 있는 그림책
700,내 인생의 만화책 (캐릭터로 읽는 20세기 한국 만화사),예술,황민호,,가람기획,2009-10-15,,0,13800,교육청 > 경남교육청 > 꿈이 있는 그림책
701,나는 펜이고 펜이 곧 나다 (한국 만화가들의 감동적인 인생 이야기),예술,장상용,,크림슨,2008-10-30,,0,19000,교육청 > 경남교육청 > 꿈이 있는 그림책
702,느낀다는 것 (채운 선생님의 예술 이야기),예술,채운,,너머학교,2011-06-01,,0,12000,교육청 > 경남교육청 > 꿈이 있는 그림책
703,도깨비쌀과 쌀도깨비,아동,김율희,,|개암나무,2010-04-30,9788992844406,0,0,교육청 > 경남교육청 > 꿈이 있는 그림책
704,책 청소부 소소,아동,노인경,,문학동네어린이 ,2010-12-15,9788954613521,0,0,교육청 > 경남교육청 > 꿈이 있는 그림책
705,우린 모두 널 사랑해,아동,질리언 로벨,,|가치창조,2005-07-20,9788989399216,0,0,교육청 > 경남교육청 > 꿈이 있는 그림책
706,엄마가 화났다,아동,최숙희,,책읽는곰,2011-05-30,9788993242447,0,0,교육청 > 경남교육청 > 꿈이 있는 그림책
707,고릴라 (비룡소 그림동화 050),예술,앤서니 브라운,,비룡소,2008-06-20,,0,8500,교육청 > 경남교육청 > 꿈이 있는 그림책
708,모네의 그림 같은 식탁 (인상파 화가 모네의 그림보다 생생하고 맛있는 요리법),예술,클레르 주아,,아트북스,2012-03-02,,0,15000,교육청 > 경남교육청 > 꿈이 있는 그림책
709,선비의 향기 그림으로 만나다 (화훼영모 사군자화),예술,백인산,,다섯수레,2012-02-15,,0,16800,교육청 > 경남교육청 > 꿈이 있는 그림책
710,구름빵,아동,백희나,,한솔수북(한솔교육),2004-10-01,8953527058,0,0,교육청 > 경남교육청 > 꿈이 있는 그림책
711,찾아라! 명화 속 숨은 그림,아동,장세현,,낮은산,2011-06-05,9788989646815,0,0,교육청 > 경남교육청 > 꿈이 있는 그림책
712,미로는 어떤 화가일까?,아동,브리타 벤케,,북비,2011-05-20,9788974402327,0,0,교육청 > 경남교육청 > 꿈이 있는 그림책
713,그림 도둑 준모 (낮은산 작은숲 4),예술,오승희,,낮은산,2003-05-30,,0,8800,교육청 > 경남교육청 > 꿈이 있는 그림책
714,그림 형제 동화집,예술,그림 형제,,보물창고,2012-02-29,,0,10800,교육청 > 경남교육청 > 꿈이 있는 그림책
715,한 권으로 보는 그림 직업 백과,예술,조은주|유수정,,진선아이,2009-08-26,,0,19000,교육청 > 경남교육청 > 꿈이 있는 그림책
716,오르세미술관전 고흐의 별밤과 화가들의 꿈,총류,편집부,,|지엔씨미디어,2011-06-01,9788991127920,0,0,교육청 > 경남교육청 > 꿈이 있는 그림책
717,패션의 탄생,총류,강민지,,루비박스 ,2011-05-01,788997023011,0,0,교육청 > 경남교육청 > 꿈이 있는 그림책
718,마당을 나온 암탉(애니메이션 그림책),아동,황선미,,사계절,2011-06-10,9788958285557,0,0,교육청 > 경남교육청 > 꿈이 있는 그림책
719,세상을 담은 그림 지도,예술,김향금,,보림,2004-01-10,,0,9800,교육청 > 경남교육청 > 꿈이 있는 그림책
720,좋은 그림  좋은 생각 (조곤조곤 전하고 소곤소곤 나누는 작은 지혜들),예술,조정육,,아트북스,2011-05-13,,0,13800,교육청 > 경남교육청 > 꿈이 있는 그림책
721,그림 보여주는 손가락,예술,김치샐러드,,학고재,2006-08-05,,0,9800,교육청 > 경남교육청 > 꿈이 있는 그림책
722,강아지똥,아동,권정생,,길벗어린이,1996-04-01,8986621134,0,0,교육청 > 경남교육청 > 꿈이 있는 그림책
723,고 녀석 맛있겠다,아동,미야니시 타츠야,,달리,2004-06-10,8990364663,0,0,교육청 > 경남교육청 > 꿈이 있는 그림책
724,앤서니 브라운의 마술 연필,아동,앤서니 브라운,,웅진주니어,2010-11-26,9788901113241,0,0,교육청 > 경남교육청 > 꿈이 있는 그림책
725,도서관에 간 사자,아동,미셸 누드슨,,웅진주니어,2008-12-30,9788901060316,0,0,교육청 > 경남교육청 > 꿈이 있는 그림책
726,황소아저씨,아동,권정생,,길벗어린이,2001-01-25,8986621770,0,0,교육청 > 경남교육청 > 꿈이 있는 그림책
727,그림 그리는 아이 김홍도,예술,정하섭,,보림,1997-12-20,,0,8800,교육청 > 경남교육청 > 꿈이 있는 그림책
728,쿵짝짝 소리 나는 그림 김환기,예술,문승연,,길벗어린이,2007-11-13,,0,9000,교육청 > 경남교육청 > 꿈이 있는 그림책
729,어른이 된 후에(위로와 격려가 필요한 우리들의 성장이야기),문학,김효진,,행간,2011-05-31,9788992714631,0,0,교육청 > 경남교육청 > 꿈이 있는 그림책
730,각별한 마음,문학,장 자끄 상뻬,,열린책들,2010-01-10,88932909141,0,0,교육청 > 경남교육청 > 꿈이 있는 그림책
731,그림 문학에 취하다,총류,고연희,,아트북스,2011-01-19,9788961960755,0,0,교육청 > 경남교육청 > 꿈이 있는 그림책
732,그림에 마음을 놓다,문학,이주은,,앨리스,2008-05-27,9788961960106,0,0,교육청 > 경남교육청 > 꿈이 있는 그림책
733,그림으로 보는 비글호 항해 이야기,예술,장순근,,가람기획,2003-04-21,,0,9500,교육청 > 경남교육청 > 꿈이 있는 그림책
734,고흐와 함께한 마지막 여름,예술,마리 셀리에,,개암나무,2012-06-15,,0,10000,교육청 > 경남교육청 > 꿈이 있는 그림책
735,그림책 연어,아동,안도현,,문학동네,2007-05-14,9788954603171,0,0,교육청 > 경남교육청 > 꿈이 있는 그림책
736,그림책 365,기술과학,학교도서관저널 그림책 365 선정위원회,,학교도서관저널,2010-10-30,9788996429333,0,0,교육청 > 경남교육청 > 꿈이 있는 그림책
737,그림책 쓰는 법,총류,엘렌 E.M.로버츠,,문학동네,2002-08-26,788982815638,0,0,교육청 > 경남교육청 > 꿈이 있는 그림책
738,그림책 읽는 즐거운 교실,문학,전국초등국어교과모임,,나라말 ,2009-11-01,9788993041309,0,0,교육청 > 경남교육청 > 꿈이 있는 그림책
739,산타클로스를 납치하라,아동,원유순|노경실,,리젬,2007-12-05,,0,8000,교육청 > 경남교육청 > 꿈이 있는 그림책
740,런던정글북,아동,바주 샴,,리젬,2010-03-20,,0,12000,교육청 > 경남교육청 > 꿈이 있는 그림책
741,강아지와 할머니,아동,정명랑,,리젬,2012-02-15,,0,9500,교육청 > 경남교육청 > 꿈이 있는 그림책
742,위대한 쌀과 밥,아동,백명식,,씽크스마트,2011-07-04,9788965291312,0,0,교육청 > 경남교육청 > 꿈이 있는 그림책
743,날아라 고래,아동,김혜란,,|써네스트,2011-05-23,9788991958494,0,0,교육청 > 경남교육청 > 꿈이 있는 그림책
744,마음을 그리는 페인트공,아동,나시키 가호,,청어람미디어,2010-01-15,9788992492751,0,0,교육청 > 경남교육청 > 꿈이 있는 그림책
745,명작 스캔들,총류,장 프랑수아 셰뇨,,|이숲,2011-05-20,9788994228198,0,0,교육청 > 경남교육청 > 꿈이 있는 그림책
746,토닥토닥 그림편지,문학,이수동,,아트북스,2010-12-06,9788961960762,0,0,교육청 > 경남교육청 > 꿈이 있는 그림책
747,날아라 혹아이,아동,한봉지,,리젬,2006-02-23,,0,7800,교육청 > 경남교육청 > 꿈이 있는 그림책
748,세계에서 가장 아름다운 미술관100,총류,만프레드 라이어,,서강BOOKS,2007-01-11,9788972192633,0,0,교육청 > 경남교육청 > 꿈이 있는 그림책
749,우리엄마,아동,앤서니 브라운,,웅진주니어 ,2005-03-20,,0,0,교육청 > 경남교육청 > 꿈이 있는 그림책
750,지갑이 떨어져 있었어요,아동,리지 핀레이,,책속물고기,2012-09-10,,0,11000,교육청 > 경남교육청 > 꿈이 있는 그림책
751,도해사고력,총류,나가타 도요시,,스펙트럼북스,2010-09-15,9788993497571,0,0,교육청 > 경남교육청 > 꿈이 있는 그림책
752,오늘은 우리집 김장하는 날,아동,채인선,,보림,2001-12-22,9788943304539,0,0,교육청 > 경남교육청 > 꿈이 있는 그림책
753,사과가 쿵,아동,다다 히로시,,보림,2009-06-20,9788943306090,0,0,교육청 > 경남교육청 > 꿈이 있는 그림책
754,쿠슐라와 그림책 이야기,문학,도로시 버틀러,,보림,2003-03-25,9788943305024,0,0,교육청 > 경남교육청 > 꿈이 있는 그림책
755,인어들,아동,신시아 하인리츠,이준경,리젬,2011-08-18,9788992826556,0,11000,교육청 > 경남교육청 > 꿈이 있는 그림책
756,목 짧은 기린 지피,아동,고정욱,,맹앤앵,2012-09-01,,0,12000,교육청 > 경남교육청 > 꿈이 있는 그림책
757,머리 쓰는 그림책 (해적의 보물찾기),아동,이소비,,부즈펌어린이,2012-05-21,,0,9800,교육청 > 경남교육청 > 꿈이 있는 그림책
758,출발! 청소년 한국미술사,총류,박갑영,,아트북스,2011-09-05,9788961960915,0,0,교육청 > 경남교육청 > 꿈이 있는 그림책
759,박재동의 손바닥아트,문학,박재동,,한겨레출판,2011-11-01,9788984315167,0,0,교육청 > 경남교육청 > 꿈이 있는 그림책
760,채소가 최고야,아동,이시즈 치히로,,천개의바람,2011-10-05,9788996622437,0,0,교육청 > 경남교육청 > 꿈이 있는 그림책
761,좁쌀 반 됫박(옛이야기 그림책9),아동,김장성,,사계절 ,2013-05-30,9788958285250,0,0,교육청 > 경남교육청 > 꿈이 있는 그림책
762,세상 모든 화가들의 그림 이야기,예술,장세현,,꿈소담이,2007-09-10,,0,8800,교육청 > 경남교육청 > 꿈이 있는 그림책
763,잃어버린 것,아동,숀 탠,,사계절,2002-09-23,,0,9800,교육청 > 경남교육청 > 꿈이 있는 그림책
764,매듭을 묶으며,아동,빌 마틴 주니어,,사계절,2003-05-21,,0,9500,교육청 > 경남교육청 > 꿈이 있는 그림책
765,세 개의 황금 열쇠 (The Three Golden Keys),아동,피터 시스,,사계절출판사,2004-06-21,,0,15500,교육청 > 경남교육청 > 꿈이 있는 그림책
766,이모의 결혼식,아동,선현경,,비룡소,2004-05-21,9788949100487,0,0,교육청 > 경남교육청 > 꿈이 있는 그림책
767,짜장면 더 주세요!(말과 사람1),아동,이혜란,,사계절출판사 ,2010-04-30,9788958284642,0,0,교육청 > 경남교육청 > 꿈이 있는 그림책
768,책 먹는 여우,아동,프란치스카 비어만,,주니어김영사,2009-10-11,,0,8500,교육청 > 경남교육청 > 꿈이 있는 그림책
769,해와 달이 된 오누이(옛이야기 그림책 8),아동,김성민,,사계절 ,2009-03-09,9788958283416,0,0,교육청 > 경남교육청 > 꿈이 있는 그림책
770,아빠 잘 있어요,아동,하세가와 요시후미,,사계절 ,2011-11-25,9788958285823,0,0,교육청 > 경남교육청 > 꿈이 있는 그림책
771,개구쟁이ㄱㄴㄷ,아동,이억배,,사계절출판사,2005-04-18,8958280824,0,0,교육청 > 경남교육청 > 꿈이 있는 그림책
772,너도 보이니?,아동,월터 윅,,달리,2003-02-25,9788990364098,0,0,교육청 > 경남교육청 > 꿈이 있는 그림책
773,이야기 기차,아동,사키,,뜨인돌어린이,2011-12-20,9788958073512,0,0,교육청 > 경남교육청 > 꿈이 있는 그림책
774,내가 정말?,아동,최숙희,,웅진주니어,2011-12-07,9788901136684,0,0,교육청 > 경남교육청 > 꿈이 있는 그림책
775,그림형제 옛 이야기 모음집,문학,그림 형제,,부북스 ,2012-02-15,9788993785326,0,0,교육청 > 경남교육청 > 꿈이 있는 그림책
776,그림 그리고 싶은 날,총류,munge,,예담,2011-09-20,9788959136438,0,0,교육청 > 경남교육청 > 꿈이 있는 그림책
777,내 인생의 만화책,총류,황민호,,가람기획,2009-10-15,9788984352933,0,0,교육청 > 경남교육청 > 꿈이 있는 그림책
778,나는 펜이고 펜이 곧 나다,문학,장상용,,크림슨 ,2008-10-30,9788991016309,0,0,교육청 > 경남교육청 > 꿈이 있는 그림책
779,느낀다는 것(채운 선생님의 예술이야기),총류,채운,,너머학교,2011-06-01,9788994407067,0,0,교육청 > 경남교육청 > 꿈이 있는 그림책
780,선비의 향기 그림으로 만나다,총류,백인산,,다섯수레,2012-02-15,788974783594,0,0,교육청 > 경남교육청 > 꿈이 있는 그림책
781,한 권으로 보는 그림 직업 백과,아동,"조은주, 유수정",,진선아이,2009-08-26,9788972216193,0,0,교육청 > 경남교육청 > 꿈이 있는 그림책
782,다 그림이다,총류,"이주은, 손철주",,이봄,2011-11-07,9788954616478,0,0,교육청 > 경남교육청 > 꿈이 있는 그림책
783,좋은 그림 좋은 생각,총류,조정육,,아트북스,2011-05-13,9788961960854,0,0,교육청 > 경남교육청 > 꿈이 있는 그림책
784,쿵짝짝 소리 나는 그림 김환기,아동,문승연,,길벗어린이 ,2007-11-13,9788990025395,0,0,교육청 > 경남교육청 > 꿈이 있는 그림책
785,그림으로 보는 비글호 항해 이야기,자연과학,장순근,,가람기획,2003-04-21,9788984351370,0,0,교육청 > 경남교육청 > 꿈이 있는 그림책
786,그림 보여주는 손가락,총류,김치샐러드,,학고재,2006-08-05,9788956250519,0,0,교육청 > 경남교육청 > 꿈이 있는 그림책
787,고흐와 함께한 마지막 여름,아동,마리 셀리에,,개암나무 ,2012-06-15,9788992844772,0,0,교육청 > 경남교육청 > 꿈이 있는 그림책
788,산타클로스를 납치하라,아동,노경실 외,,리젬,2007-12-05,9788992826136,0,0,교육청 > 경남교육청 > 꿈이 있는 그림책
789,런던 정글북,아동,바주 샴,,리젬,2010-03-20,9788992826327,0,0,교육청 > 경남교육청 > 꿈이 있는 그림책
790,강아지와 할머니,아동,정명랑,,리젬,2006-01-13,9788995748718,0,0,교육청 > 경남교육청 > 꿈이 있는 그림책
791,지갑이 떨어져 있었어요,아동,리지 핀레이,,책속물고기,2012-09-10,9788994621227,0,0,교육청 > 경남교육청 > 꿈이 있는 그림책
792,목 짧은 기린 지피,아동,고정욱,,맹앤앵,2012-09-01,9788994198170,0,0,교육청 > 경남교육청 > 꿈이 있는 그림책
793,머리 쓰는 그림책,아동,이소비,,부즈펌어린이,2012-05-21,9788994545363,0,0,교육청 > 경남교육청 > 꿈이 있는 그림책
794,세상 모든 화가들의 그림 이야기,아동,장세현,,꿈소담이,2007-09-10,9788956894140,0,0,교육청 > 경남교육청 > 꿈이 있는 그림책
795,잃어버린 것,아동,숀 탠,,사계절,2002-09-23,9788971969106,0,0,교육청 > 경남교육청 > 꿈이 있는 그림책
796,매듭을 묶으며,아동,빌 마틴 주니어,,사계절,2003-05-21,9788971969557,0,0,교육청 > 경남교육청 > 꿈이 있는 그림책
797,세 개의 황금열쇠,아동,피터 시스,,사계절출판사,2004-06-21,8958280239,0,0,교육청 > 경남교육청 > 꿈이 있는 그림책
798,미시게의 약속,아동,김동연,,주니어김영사,2011-05-01,9788934950677,0,0,교육청 > 경남교육청 > 꿈이 있는 그림책
799,철수는 철수다,아동,노경실,,크레용하우스,2010-06-17,9788955472288,0,0,교육청 > 경남교육청 > 꿈이 있는 그림책
800,책 먹는 여우,아동,프란치스카 비어만,,주니어김영사,2001-10-15,788934908067,0,0,교육청 > 경남교육청 > 꿈이 있는 그림책
801,내일의 나를 부탁해,어린이,송영선,,다산에듀(다산북스),2011-07-22,9788963706054,195,10000,교육청 > 경남교육청 > 진로와 관련된 책
802,(청소년을 위한)라이벌 세계사,어린이,강응천,,그린비,2006-10-25,8976829662,319,14900,교육청 > 경남교육청 > 진로와 관련된 책
803,내일의 나를 부탁해,총류,송영선,,다산에듀(다산북스),2011-07-22,9788963706054,195,10000,교육청 > 경남교육청 > 진로와 관련된 책
804,진로탐색과 생애설계,총류,황매향,,학지사,2011-02-17,9788963305981,237,13000,교육청 > 경남교육청 > 진로와 관련된 책
805,스마트걸 스마트잡,총류,워렌 패럴,최정숙,미래의 창,2010-09-30,9788959891436,207,11000,교육청 > 경남교육청 > 진로와 관련된 책
806,(김병만 달인정신)꿈이 있는 거북이는 지치지 않습니다,총류,김병만,,실크로드,2011-08-10,9788994893150,255,13000,교육청 > 경남교육청 > 진로와 관련된 책
807,"멈추지마, 다시 꿈부터 써봐",어린이,김수영,,웅진지식하우스(웅진씽크빅),2010-04-30,9788901107585,279,12000,교육청 > 경남교육청 > 진로와 관련된 책
808,10대에 알았더라면 좋았을 것들,어린이,김태광,,문예춘추사,2010-10-15,9788976040602,240,12000,교육청 > 경남교육청 > 진로와 관련된 책
809,대한민국 청소년에게 2 (개념 청소년 되기 프로젝트: 불온한 십대가 세상을 바꾼다),어린이,강수돌|고재열|김종휘|김규항|고성국,,바이북스,2012-02-15,,0,14000,교육청 > 경남교육청 > 진로와 관련된 책
810,미대 나와서 무얼 할까. 1,어린이,박정준,,안그라픽스,2011-05-30,9788970595856,299,18000,교육청 > 경남교육청 > 진로와 관련된 책
811,준비가 알차면 직업이 즐겁다,어린이,탁석산,,창비,2009-10-25,9788936458058,162,9500,교육청 > 경남교육청 > 진로와 관련된 책
812,오바마 대통령의 꿈,아동,한봉지,,리젬,2009-01-20,9788992826204,179,9600,교육청 > 경남교육청 > 진로와 관련된 책
813,바보처럼 공부하고 천재처럼 꿈꿔라 시즌 2,어린이,김의식,,명진출판,2012-06-07,9788976776822,302,14000,교육청 > 경남교육청 > 진로와 관련된 책
814,"(거위의 꿈,)폴 포츠",아동,박현성,,리젬,2009-06-05,9788992826228,176,10000,교육청 > 경남교육청 > 진로와 관련된 책
815,"진로교육, 아이의 미래를 멘토링하다",총류,조진표,,주니어김영사,2012-06-08,9788934957867,194,12000,교육청 > 경남교육청 > 진로와 관련된 책
816,(자기소개서·진로설계서로)미래를 폼나게 디자인하라,총류,김세정,,아주큰선물,2012-01-20,9788991891678,204,14800,교육청 > 경남교육청 > 진로와 관련된 책
817,청춘의 진로교실,총류,야마다 즈니,한혜정,프렌즈,2011-06-15,9788996645603,255,12500,교육청 > 경남교육청 > 진로와 관련된 책
818,왜 학교에 가야 하나요?,아동,하르트무트 폰 헨티,강혜경,(도서출판)비룡소,2003-08-18,8949190206,163,8000,교육청 > 경남교육청 > 진로와 관련된 책
819,이상한 '그것',아동,김미애,,파란정원,2011-01-10,9788994813011,108,10000,교육청 > 경남교육청 > 창의성을 기르는 책
820,남다르게 놀아야 남다르게 자란다,총류,알리샤 T. 드반티어,황지현,인디북,2007-08-10,9788958560951,337,12000,교육청 > 경남교육청 > 진로와 관련된 책
821,촘스키처럼 생각하는 법 (말과 글을 단련하고 숫자 언어 미디어의 거짓으로부터 나를 지키는 기술),총류,노르망 바야르종,,갈라파고스,2010-12-03,,0,13500,교육청 > 경남교육청 > 창의성을 기르는 책
822,꿈의 학교 론 클라크 아카데미 (배움의 즐거움으로 하나가 된 교사와 부모 학생들의 101가지 이야기),아동,론 클라크,,김영사,2012-05-21,,0,13000,교육청 > 경남교육청 > 창의성을 기르는 책
823,나무를 껴안아 숲을 지킨 사람들 (유네스코와 함께 만나는 아시아의 자연과 문화),총류,김웅서|제종길|진필수|이옥순|이태주|홍석준,,웅진주니어,2011-01-14,,0,10000,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
824,생각한다는 것,철학/심리학/윤리학,고병권,,너머학교,2010-03-31,9788994407005,134,10000,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
825,화나면 흥분하는사람 화날수록 침착한사람 (화나게 하는 한마디에 대한 대응술),총류,바바라 베르크한,,청림출판,2010-10-25,,0,13000,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
826,나 하나 쯤이야!,아동,이상배,,소담주니어(꿈소담이),2011-05-20,9788956896953,101,8000,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
827,품격,총류,이시형,,중앙북스,2011-08-22,9788927802488,263,13800,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
828,"러브 유어셀프 Love Yourself (나를 가장 멋지고 매력적으로 만들어주는 마법의 주문,러브유어셀프)",총류,로렌스 크래인,,가디언,2011-10-04,,0,13000,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
829,"지구별 어른, 어린왕자를 만나다 (아직 어른이 되기 두려운 그대에게 건네는 위로, 그리고 가슴 따뜻한 격려)",총류,정희재,,지식의숲,2011-10-10,,0,12000,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
830,인생은 속도가 아니라 방향이다,철학/심리학/윤리학,임마누엘 페스트라이쉬(이만열),,노마드북스,2011-10-14,,0,9000,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
831,소울푸드 (삶의 허기를 채우는 영혼의 레시피),총류,성석제|백영옥|김창완|남무성|박상|박찬일|서유미|안은영|이우일|이지민|조진국|차유진|한창훈|황교익|이충걸|강병인|노익상|이화정|정박미경|조동섭,,청어람미디어,2011-10-12,,0,12800,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
832,행복의 편지,총류,장 피에르 벤다한,김유경,신원문화사,2011-12-30,9788935915811,198,12000,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
833,"다, 그림이다",예술,손철주,,이봄(문학동네),2011-11-07,9788954616478,285,17500,교육청 > 경남교육청 > 꿈이 있는 그림책
834,내 생애 가장 용감했던 17일,어린이,.한국로체청소년원정대,,푸른숲주니어,2011-04-30,9788971849156,375,13800,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
835,미시게의 약속,아동,김동연,,주니어김영사,2011-05-01,,0,9500,교육청 > 경남교육청 > 꿈이 있는 그림책
836,철수는 철수다,아동,노경실,,크레용하우스,2010-06-17,9788955472288,127,9000,교육청 > 경남교육청 > 꿈이 있는 그림책
